"metadata.wmfsdkneeded",8
"ipfs_tika_version",1152818
"metadata.audiocodecname",1
"metadata.iTunSMPB",1
"metadata.samplerate",1
"metadata.hasMetadata",29858
"metadata.title",15483
"metadata.avcprofile",2
"metadata.encoder",1096
"metadata.metadataenabler",1
"metadata.information",10
"metadata.hasMetaData",1
"metadata.ShiFei",1
"metadata.trackinfo",18
"metadata.com.apple.quicktime.keywords",7
"metadata.originator_reference",12
"metadata.info",2
"metadata.metadatacreator",29891
"metadata.audiodelay",96
"metadata.tiff:ImageWidth",988738
"metadata.profile",3
